State,Temperature_Above_Avg,High_Rainfall,High_Humidity,Insecticide_Use,Health_Facilities_Adequate,Vaccination_Rate_High,High_Population_Density,Mosquito_Net_Coverage_High,Malaria_Outbreak,Malaria_diagnosis
Punjab,25.0,179.2,66,72.9,63.3,1.9,1428,32.3,59.5,The person is affected with Malaria 😷
Punjab,23.5,108.0,43,55.3,86.6,74.8,301,52.2,95.8,The person is not affected with Malaria 😊
Punjab,29.6,123.6,83,44.0,50.2,24.4,1473,50.0,14.9,The person is affected with Malaria 😷
Punjab,36.9,492.6,43,58.6,91.9,28.2,232,8.6,93.4,The person is affected with Malaria 😷
Punjab,22.6,444.9,70,30.3,44.6,11.4,1252,87.0,47.5,The person is affected with Malaria 😷
Punjab,31.6,415.8,43,6.0,21.3,31.0,1517,66.1,32.8,The person is not affected with Malaria 😊
Punjab,36.1,217.8,79,46.1,24.5,31.3,1036,63.2,85.0,The person is affected with Malaria 😷
Punjab,30.5,241.7,100,20.0,96.8,86.0,1312,70.2,6.5,The person is not affected with Malaria 😊
Punjab,28.2,174.3,96,80.9,41.4,32.9,1322,96.9,56.7,The person is affected with Malaria 😷
Punjab,37.6,398.0,43,17.0,48.9,77.8,339,17.7,86.9,The person is not affected with Malaria 😊
Punjab,30.0,144.6,71,51.7,79.6,99.4,1703,3.8,72.8,The person is affected with Malaria 😷
Punjab,21.9,51.7,47,13.3,80.5,78.1,1650,4.1,65.5,The person is affected with Malaria 😷
Punjab,29.9,296.5,73,75.6,83.0,17.7,137,87.7,11.8,The person is not affected with Malaria 😊
Punjab,30.3,243.1,60,22.9,82.1,5.0,677,75.4,3.9,The person is affected with Malaria 😷
Punjab,31.1,358.4,62,17.0,75.6,26.2,1891,99.0,39.9,The person is affected with Malaria 😷
Punjab,34.1,230.7,55,26.3,87.0,20.2,1114,31.1,91.1,The person is affected with Malaria 😷
Punjab,20.6,426.4,46,7.7,59.3,41.3,922,47.4,89.2,The person is not affected with Malaria 😊
Punjab,36.2,118.1,91,89.7,36.3,80.9,862,88.6,85.8,The person is affected with Malaria 😷
Punjab,34.9,345.9,91,55.2,94.9,56.1,1620,99.1,66.4,The person is affected with Malaria 😷
Punjab,23.9,195.4,91,44.2,3.1,61.2,242,36.6,19.4,The person is not affected with Malaria 😊
Punjab,39.3,250.2,84,40.7,10.9,89.2,960,61.3,43.3,The person is affected with Malaria 😷
Punjab,39.9,230.4,91,93.7,99.3,43.3,1282,58.6,95.1,The person is not affected with Malaria 😊
Punjab,24.1,345.0,40,45.4,5.0,18.8,1132,15.9,1.3,The person is not affected with Malaria 😊
Punjab,32.3,238.6,43,13.9,66.8,40.5,701,3.0,38.6,The person is affected with Malaria 😷
Punjab,31.0,289.6,43,64.0,67.3,63.3,1470,96.9,15.0,The person is affected with Malaria 😷
Punjab,37.0,315.0,96,37.5,32.1,48.7,1266,99.9,19.5,The person is not affected with Malaria 😊
Punjab,24.8,178.5,98,70.4,41.9,80.0,1564,19.8,24.8,The person is not affected with Malaria 😊
Punjab,37.5,260.0,48,44.4,38.2,98.9,1096,98.3,35.4,The person is not affected with Malaria 😊
Punjab,25.2,349.7,82,16.4,99.0,46.2,504,24.7,40.0,The person is not affected with Malaria 😊
Punjab,31.6,98.9,72,67.5,88.7,47.2,1311,20.9,42.3,The person is affected with Malaria 😷
Punjab,21.7,169.6,60,72.9,98.9,27.4,1589,38.9,42.5,The person is not affected with Malaria 😊
Punjab,31.2,59.9,49,88.4,18.4,38.5,382,63.3,79.0,The person is affected with Malaria 😷
Punjab,34.5,280.2,100,86.0,97.3,61.0,1550,80.4,25.1,The person is affected with Malaria 😷
Punjab,33.4,324.4,73,85.4,56.4,95.7,1192,7.9,86.7,The person is not affected with Malaria 😊
Rajasthan,28.1,219.1,80,78.7,72.0,34.0,217,87.7,93.0,The person is not affected with Malaria 😊
Rajasthan,38.4,484.9,68,56.5,14.5,27.1,1205,43.7,86.3,The person is affected with Malaria 😷
Rajasthan,28.8,235.7,84,67.0,18.8,65.7,419,78.5,25.3,The person is not affected with Malaria 😊
Rajasthan,22.0,215.8,47,14.9,30.3,75.1,1993,84.3,57.0,The person is not affected with Malaria 😊
Rajasthan,31.1,231.9,73,1.2,13.6,29.5,1414,93.1,72.2,The person is not affected with Malaria 😊
Rajasthan,27.5,181.7,87,73.3,38.3,35.2,657,2.2,27.3,The person is not affected with Malaria 😊
Rajasthan,36.2,84.4,51,39.4,74.3,58.1,1036,26.9,92.0,The person is not affected with Malaria 😊
Rajasthan,29.3,113.4,89,2.7,2.5,33.2,1482,99.6,60.2,The person is affected with Malaria 😷
Rajasthan,25.5,73.6,64,81.4,32.1,47.6,1369,10.7,52.5,The person is affected with Malaria 😷
Rajasthan,37.6,466.5,50,69.6,65.6,40.1,1259,5.5,58.8,The person is affected with Malaria 😷
Rajasthan,21.6,230.7,61,99.2,92.5,57.0,286,22.8,99.0,The person is affected with Malaria 😷
Rajasthan,37.2,292.6,90,69.8,55.5,17.2,1410,10.0,1.5,The person is affected with Malaria 😷
Rajasthan,38.3,68.3,43,77.6,86.6,43.0,238,25.4,76.5,The person is affected with Malaria 😷
Rajasthan,37.3,104.3,45,62.4,75.7,94.8,524,83.5,64.4,The person is affected with Malaria 😷
Rajasthan,38.6,53.4,73,59.7,56.2,37.7,709,55.4,29.3,The person is not affected with Malaria 😊
Rajasthan,31.1,456.1,60,65.8,79.0,9.9,617,76.1,57.3,The person is not affected with Malaria 😊
Rajasthan,30.5,442.6,73,43.6,42.5,76.6,181,83.5,21.9,The person is affected with Malaria 😷
Rajasthan,35.1,283.1,42,70.7,58.7,17.3,253,29.4,44.0,The person is affected with Malaria 😷
Rajasthan,27.5,227.5,64,17.8,30.1,90.3,481,69.5,27.0,The person is affected with Malaria 😷
Rajasthan,26.3,126.0,94,15.6,71.6,95.2,1182,95.1,42.7,The person is affected with Malaria 😷
Rajasthan,29.9,354.2,57,45.1,72.0,85.1,886,81.9,37.3,The person is affected with Malaria 😷
Rajasthan,22.7,440.5,78,93.4,33.7,3.7,1287,51.4,47.8,The person is affected with Malaria 😷
Rajasthan,21.5,427.4,89,3.5,84.4,68.5,638,55.1,30.9,The person is not affected with Malaria 😊
Rajasthan,22.1,95.8,87,58.0,38.4,51.0,797,60.7,6.5,The person is affected with Malaria 😷
Rajasthan,23.0,323.0,81,49.4,52.0,97.6,1200,86.1,33.8,The person is not affected with Malaria 😊
Rajasthan,25.3,131.2,93,38.3,56.4,60.0,1875,43.8,45.6,The person is affected with Malaria 😷
Rajasthan,32.7,371.8,76,77.6,65.9,38.8,1226,79.2,30.4,The person is affected with Malaria 😷
Rajasthan,28.2,378.7,74,49.1,76.5,61.1,541,86.3,99.1,The person is affected with Malaria 😷
Rajasthan,35.4,487.8,84,10.1,16.4,35.3,1202,85.8,77.3,The person is affected with Malaria 😷
Rajasthan,23.1,206.1,77,85.5,85.9,83.0,592,25.9,43.2,The person is affected with Malaria 😷
Rajasthan,20.5,337.8,70,69.4,93.4,94.5,661,23.1,53.0,The person is affected with Malaria 😷
Rajasthan,22.7,58.6,75,64.2,96.1,46.2,962,89.6,19.6,The person is not affected with Malaria 😊
Rajasthan,28.2,297.9,50,97.5,23.7,74.1,896,88.0,72.5,The person is affected with Malaria 😷
Rajasthan,20.5,82.7,57,60.3,63.1,22.3,1946,5.5,1.6,The person is not affected with Malaria 😊
Rajasthan,37.7,239.3,44,67.0,91.1,64.6,668,94.9,74.7,The person is not affected with Malaria 😊
Rajasthan,27.2,211.9,93,24.3,25.8,84.8,158,60.8,95.5,The person is affected with Malaria 😷
Rajasthan,20.1,249.2,70,97.4,27.6,49.9,620,74.8,51.4,The person is affected with Malaria 😷
Rajasthan,31.5,346.2,86,23.1,41.0,84.0,1955,48.0,0.8,The person is affected with Malaria 😷
Rajasthan,39.5,191.1,88,61.7,88.4,41.6,669,84.7,74.5,The person is not affected with Malaria 😊
Rajasthan,33.0,351.5,61,98.9,54.3,27.7,1567,35.9,64.2,The person is affected with Malaria 😷
Rajasthan,38.7,234.5,52,64.5,17.8,2.9,1676,48.9,14.2,The person is not affected with Malaria 😊
Rajasthan,21.3,176.1,66,6.3,11.2,81.8,1608,85.7,81.5,The person is affected with Malaria 😷
Rajasthan,31.5,359.9,56,43.8,57.0,62.0,1225,24.2,98.9,The person is not affected with Malaria 😊
Rajasthan,37.2,184.2,60,83.5,65.0,72.6,1476,65.7,41.1,The person is affected with Malaria 😷
Rajasthan,27.1,433.6,63,42.9,12.6,40.7,1673,67.1,75.1,The person is not affected with Malaria 😊
Rajasthan,20.9,413.5,68,44.1,76.1,50.2,1698,83.0,39.4,The person is not affected with Malaria 😊
Rajasthan,33.0,207.2,65,5.6,48.1,14.9,616,23.1,63.3,The person is affected with Malaria 😷
Rajasthan,38.9,186.9,77,13.8,75.7,22.4,1025,89.0,0.6,The person is not affected with Malaria 😊
Rajasthan,29.1,115.2,96,48.9,9.0,37.0,649,0.1,11.5,The person is not affected with Malaria 😊
Rajasthan,37.1,450.3,44,89.7,82.4,79.8,870,41.2,33.4,The person is not affected with Malaria 😊
Rajasthan,22.8,79.3,45,67.0,98.7,34.7,1347,94.2,80.1,The person is affected with Malaria 😷
Rajasthan,26.8,473.8,96,26.8,12.7,80.9,1863,91.2,91.1,The person is not affected with Malaria 😊
Rajasthan,39.4,315.3,85,7.4,95.0,50.6,618,65.0,1.8,The person is affected with Malaria 😷
Rajasthan,27.4,342.1,91,15.4,57.9,52.2,1071,93.2,45.9,The person is affected with Malaria 😷
Rajasthan,33.5,121.0,51,94.5,65.7,95.0,1083,4.3,59.4,The person is affected with Malaria 😷
Rajasthan,20.9,350.8,46,99.3,28.1,88.2,754,55.3,16.1,The person is affected with Malaria 😷
Rajasthan,35.1,182.2,97,98.2,7.5,49.1,1902,36.7,49.0,The person is not affected with Malaria 😊
Rajasthan,37.3,497.9,46,37.8,29.4,75.8,379,61.2,65.0,The person is not affected with Malaria 😊
Rajasthan,32.6,209.2,54,55.3,98.6,85.0,244,70.0,83.1,The person is not affected with Malaria 😊
Rajasthan,28.4,411.2,100,5.9,86.3,23.1,1406,69.4,25.5,The person is affected with Malaria 😷
Rajasthan,24.2,177.8,66,9.8,18.2,29.0,1585,38.6,6.5,The person is not affected with Malaria 😊
Rajasthan,29.7,306.3,97,91.6,11.2,45.6,1681,31.1,71.7,The person is affected with Malaria 😷
Rajasthan,34.5,76.7,98,71.8,10.8,19.7,1756,7.2,71.9,The person is affected with Malaria 😷
Rajasthan,36.7,323.1,40,29.2,22.5,38.6,692,40.8,68.8,The person is affected with Malaria 😷
Rajasthan,31.6,287.3,95,71.4,34.8,93.4,100,40.0,59.5,The person is affected with Malaria 😷
Rajasthan,33.9,64.9,75,72.4,11.7,32.1,1783,25.8,62.9,The person is affected with Malaria 😷
Rajasthan,31.3,223.9,96,16.8,86.5,45.4,146,34.6,33.7,The person is affected with Malaria 😷
Rajasthan,35.9,335.2,79,38.9,50.5,27.5,1747,50.0,99.5,The person is affected with Malaria 😷
Rajasthan,38.9,200.6,45,47.1,69.8,21.8,1634,20.5,25.2,The person is not affected with Malaria 😊
Rajasthan,21.2,168.2,89,58.4,44.0,30.4,1826,94.5,65.7,The person is affected with Malaria 😷
Rajasthan,23.4,216.7,71,24.8,91.9,87.2,1412,41.6,8.4,The person is affected with Malaria 😷
Rajasthan,37.8,73.1,44,61.8,2.1,55.4,1244,67.2,67.1,The person is not affected with Malaria 😊
Rajasthan,38.4,111.8,88,43.6,91.3,42.6,1588,53.6,80.4,The person is affected with Malaria 😷
Rajasthan,21.3,212.8,89,67.5,89.9,70.2,1395,28.1,42.0,The person is affected with Malaria 😷
Rajasthan,35.0,230.2,85,81.8,55.4,89.1,576,70.5,41.7,The person is affected with Malaria 😷
Rajasthan,23.9,225.4,47,85.1,25.2,54.2,1645,91.9,84.9,The person is affected with Malaria 😷
Rajasthan,35.3,78.0,81,34.0,66.6,81.3,1720,26.3,88.7,The person is not affected with Malaria 😊
Rajasthan,29.9,351.5,55,50.5,19.7,6.7,1109,88.8,91.2,The person is affected with Malaria 😷
Rajasthan,20.5,61.5,87,16.8,1.6,56.7,168,39.3,24.9,The person is affected with Malaria 😷
Rajasthan,24.2,354.7,89,12.6,8.2,93.6,1674,21.0,33.2,The person is not affected with Malaria 😊
Rajasthan,34.7,470.8,52,3.7,19.0,92.4,509,1.4,31.3,The person is affected with Malaria 😷
Sikkim,20.3,430.3,84,31.6,87.5,56.5,1926,10.7,31.9,The person is affected with Malaria 😷
Sikkim,24.9,112.7,49,70.8,39.9,62.0,321,51.8,42.1,The person is affected with Malaria 😷
Sikkim,38.8,66.8,93,92.8,80.9,51.3,272,95.6,40.6,The person is affected with Malaria 😷
Sikkim,22.5,311.0,41,5.3,56.6,61.8,1984,32.9,3.6,The person is affected with Malaria 😷
Sikkim,36.9,365.5,88,47.1,28.2,11.0,148,21.2,77.6,The person is not affected with Malaria 😊
Sikkim,30.3,155.7,68,22.9,77.7,89.7,913,36.2,72.0,The person is affected with Malaria 😷
Sikkim,37.1,294.6,41,85.4,11.2,97.5,1807,19.3,86.3,The person is not affected with Malaria 😊
Sikkim,26.6,394.6,60,47.3,1.3,51.8,1322,58.6,79.0,The person is not affected with Malaria 😊
Sikkim,37.3,165.0,48,36.0,6.4,69.5,633,91.8,18.0,The person is affected with Malaria 😷
Sikkim,39.2,107.2,93,76.6,12.7,22.3,275,55.9,37.0,The person is affected with Malaria 😷
Sikkim,32.1,310.4,64,68.4,32.3,14.7,1762,85.4,13.8,The person is affected with Malaria 😷
Sikkim,38.1,126.8,71,70.9,29.2,30.1,894,21.7,22.2,The person is not affected with Malaria 😊
Sikkim,32.5,439.8,81,95.1,88.3,7.3,1252,96.9,55.5,The person is not affected with Malaria 😊
Sikkim,38.7,55.1,43,97.1,41.6,91.8,582,80.3,70.4,The person is affected with Malaria 😷
Sikkim,25.8,225.3,47,95.3,62.2,23.0,1417,33.9,71.1,The person is affected with Malaria 😷
Sikkim,33.7,250.9,85,11.3,39.3,7.7,1771,36.8,49.8,The person is affected with Malaria 😷
Sikkim,33.2,155.8,80,23.6,40.7,73.6,603,99.7,58.6,The person is affected with Malaria 😷
Sikkim,38.7,438.2,63,42.6,95.6,46.3,1058,99.2,75.3,The person is not affected with Malaria 😊
Sikkim,21.9,195.4,67,28.4,92.0,99.1,1976,84.1,5.3,The person is not affected with Malaria 😊
Sikkim,30.0,301.3,51,1.1,83.4,74.2,625,93.1,94.8,The person is affected with Malaria 😷
Sikkim,39.7,340.0,45,70.1,77.8,54.1,286,29.4,46.1,The person is affected with Malaria 😷
Sikkim,23.8,269.5,58,19.3,9.0,69.2,1685,2.2,29.7,The person is affected with Malaria 😷
Sikkim,27.9,391.6,63,61.8,68.6,35.1,1309,40.8,53.3,The person is affected with Malaria 😷
Sikkim,22.2,291.5,50,33.2,75.5,25.3,1582,97.2,70.6,The person is not affected with Malaria 😊
Sikkim,31.8,297.1,77,85.4,9.0,27.7,675,68.6,37.0,The person is affected with Malaria 😷
Sikkim,25.5,234.9,99,99.2,40.9,92.0,1542,60.0,14.1,The person is not affected with Malaria 😊
Sikkim,30.4,402.5,59,95.4,70.6,84.3,1763,57.4,43.5,The person is affected with Malaria 😷
Sikkim,33.6,242.3,95,52.8,33.0,37.9,331,88.9,14.8,The person is not affected with Malaria 😊
Sikkim,30.4,309.8,87,61.3,84.5,71.2,1246,8.6,35.2,The person is affected with Malaria 😷
Sikkim,27.0,150.7,70,74.0,93.8,1.6,1865,83.6,19.0,The person is affected with Malaria 😷
Sikkim,38.1,112.3,92,73.5,18.4,61.6,288,26.6,96.7,The person is affected with Malaria 😷
Sikkim,37.8,465.1,85,12.9,20.7,47.8,1595,68.8,83.3,The person is not affected with Malaria 😊
Sikkim,32.3,353.0,82,56.3,74.4,55.6,1306,99.9,35.5,The person is not affected with Malaria 😊
Sikkim,21.7,378.3,66,74.6,1.9,53.7,1855,53.4,67.2,The person is affected with Malaria 😷
Sikkim,39.5,264.6,78,30.5,9.3,20.2,1816,10.5,70.0,The person is affected with Malaria 😷
Sikkim,29.1,438.9,90,65.5,64.7,91.3,1347,70.4,90.9,The person is not affected with Malaria 😊
Sikkim,38.3,165.1,68,96.0,52.7,58.4,1803,94.4,41.1,The person is not affected with Malaria 😊
Sikkim,33.6,339.7,46,79.4,70.5,9.1,1800,87.3,30.6,The person is not affected with Malaria 😊
Sikkim,24.6,428.6,68,2.5,69.7,1.0,1912,35.2,78.6,The person is affected with Malaria 😷
Sikkim,30.1,160.7,47,36.4,91.8,4.9,1944,86.5,25.3,The person is not affected with Malaria 😊
Sikkim,26.4,210.0,61,40.1,28.5,22.8,1451,62.2,1.5,The person is affected with Malaria 😷
Sikkim,25.2,189.9,48,51.2,40.8,20.0,253,13.4,32.1,The person is affected with Malaria 😷
Sikkim,23.5,60.5,95,69.5,96.6,98.3,788,19.5,86.9,The person is not affected with Malaria 😊
Sikkim,20.5,112.3,48,72.8,50.3,54.1,1679,69.3,42.7,The person is affected with Malaria 😷
Sikkim,38.3,462.1,49,29.2,39.2,29.9,1900,75.3,43.4,The person is affected with Malaria 😷
Sikkim,20.2,474.3,42,85.8,61.6,87.9,174,48.5,78.5,The person is not affected with Malaria 😊
Sikkim,24.6,142.2,90,64.8,76.7,13.9,1752,11.4,46.8,The person is not affected with Malaria 😊
Sikkim,29.9,465.8,100,56.4,8.8,57.7,999,46.7,68.1,The person is affected with Malaria 😷
Sikkim,38.8,131.3,66,17.6,76.5,45.0,655,7.5,11.0,The person is not affected with Malaria 😊
Sikkim,24.2,105.0,66,88.3,96.2,33.4,499,94.1,51.1,The person is not affected with Malaria 😊
Sikkim,27.2,195.1,80,98.2,95.8,84.2,954,41.2,14.6,The person is not affected with Malaria 😊
Sikkim,21.6,136.1,74,10.0,26.1,20.1,396,53.8,76.9,The person is affected with Malaria 😷
Sikkim,23.4,73.2,96,25.5,64.7,73.8,1780,40.3,5.3,The person is affected with Malaria 😷
Sikkim,26.8,224.6,83,60.6,14.0,46.7,897,49.2,30.2,The person is affected with Malaria 😷
Sikkim,20.6,398.9,66,21.5,44.4,65.4,1425,74.0,54.3,The person is affected with Malaria 😷
Sikkim,24.9,423.1,77,1.9,15.4,63.0,1222,99.8,76.5,The person is not affected with Malaria 😊
Sikkim,27.7,272.0,87,15.1,65.3,88.1,1831,13.6,53.9,The person is not affected with Malaria 😊
Sikkim,25.0,66.3,79,8.2,31.0,55.3,104,72.4,61.4,The person is not affected with Malaria 😊
Sikkim,20.6,309.9,85,29.2,23.3,56.0,285,86.4,16.2,The person is affected with Malaria 😷
Sikkim,25.1,407.1,83,98.8,57.1,16.6,1863,19.6,45.4,The person is affected with Malaria 😷
Sikkim,20.7,476.1,79,71.7,16.3,73.9,373,93.5,8.6,The person is not affected with Malaria 😊
Sikkim,39.9,289.0,46,23.8,96.4,5.7,297,84.3,53.8,The person is affected with Malaria 😷
Sikkim,29.8,353.4,55,90.3,82.5,20.2,1786,25.0,61.6,The person is affected with Malaria 😷
Sikkim,29.5,108.0,74,73.9,80.4,2.2,1212,44.2,92.9,The person is affected with Malaria 😷
Sikkim,29.5,119.0,87,47.4,12.2,92.2,755,87.0,99.1,The person is not affected with Malaria 😊
Sikkim,36.2,324.1,76,44.7,70.2,73.3,632,81.0,91.6,The person is not affected with Malaria 😊
Sikkim,23.3,248.1,93,70.9,35.0,72.0,234,53.5,96.1,The person is not affected with Malaria 😊
Sikkim,32.3,323.8,70,17.5,58.2,5.0,1307,76.3,27.6,The person is affected with Malaria 😷
Sikkim,32.6,253.3,71,21.1,0.5,20.7,1362,60.8,73.5,The person is not affected with Malaria 😊
Sikkim,27.2,450.8,58,59.0,4.7,38.9,1882,63.7,86.8,The person is not affected with Malaria 😊
Sikkim,32.0,148.5,63,13.6,0.1,6.9,1532,30.6,54.9,The person is not affected with Malaria 😊
Sikkim,24.6,265.1,65,92.6,79.5,29.6,1607,65.5,64.7,The person is not affected with Malaria 😊
Tamil Nadu,31.5,223.2,89,7.4,47.9,17.0,905,93.7,22.1,The person is not affected with Malaria 😊
Tamil Nadu,24.5,498.3,47,4.8,57.2,61.7,700,41.4,73.8,The person is not affected with Malaria 😊
Tamil Nadu,28.1,281.2,51,45.7,74.5,63.2,734,17.8,55.6,The person is affected with Malaria 😷
Tamil Nadu,39.1,65.3,66,23.8,53.6,100.0,1120,26.9,96.4,The person is not affected with Malaria 😊
Tamil Nadu,37.3,155.6,69,15.0,94.0,82.3,650,60.4,52.0,The person is affected with Malaria 😷
Tamil Nadu,28.9,458.9,73,41.8,68.4,58.8,1583,34.5,44.4,The person is not affected with Malaria 😊
Tamil Nadu,30.0,143.5,94,76.4,75.3,80.7,555,58.0,93.3,The person is affected with Malaria 😷
Tamil Nadu,29.6,167.9,74,90.8,76.7,75.5,1961,14.4,92.3,The person is not affected with Malaria 😊
Tamil Nadu,36.9,468.1,75,81.9,57.9,98.6,737,96.8,80.2,The person is not affected with Malaria 😊
Tamil Nadu,34.3,143.7,40,48.4,53.0,44.6,479,95.4,62.0,The person is not affected with Malaria 😊
Tamil Nadu,38.2,416.7,50,99.5,90.2,65.2,977,33.5,56.3,The person is affected with Malaria 😷
Tamil Nadu,30.6,366.4,48,33.3,89.8,7.5,1289,23.2,39.4,The person is affected with Malaria 😷
Tamil Nadu,22.5,206.6,95,7.7,45.4,89.0,300,27.1,73.3,The person is affected with Malaria 😷
Tamil Nadu,25.0,354.2,79,58.3,92.2,12.5,911,57.9,48.6,The person is affected with Malaria 😷
Tamil Nadu,24.7,117.5,71,56.9,74.0,40.2,802,28.8,45.2,The person is not affected with Malaria 😊
Tamil Nadu,33.4,97.0,94,57.1,14.8,81.9,463,59.4,2.9,The person is not affected with Malaria 😊
Tamil Nadu,36.1,256.6,74,54.9,51.0,12.0,1407,16.2,69.8,The person is not affected with Malaria 😊
Tamil Nadu,23.1,105.5,80,45.9,53.4,38.1,935,89.0,34.8,The person is affected with Malaria 😷
Tamil Nadu,39.9,219.7,46,36.9,61.7,6.9,941,34.7,92.3,The person is affected with Malaria 😷
Tamil Nadu,23.3,252.4,56,68.6,26.9,39.8,1637,51.4,63.2,The person is not affected with Malaria 😊
Tamil Nadu,38.5,333.8,83,37.8,96.8,10.5,1639,83.1,59.3,The person is not affected with Malaria 😊
Tamil Nadu,30.3,242.8,42,24.6,24.8,33.5,1312,11.9,93.7,The person is affected with Malaria 😷
Tamil Nadu,26.8,313.6,68,24.9,24.2,11.7,190,40.0,89.0,The person is affected with Malaria 😷
Tamil Nadu,30.9,235.6,68,57.2,38.3,4.4,1718,28.6,1.2,The person is affected with Malaria 😷
Tamil Nadu,29.4,259.0,49,52.9,44.4,97.7,185,61.1,53.2,The person is affected with Malaria 😷
Tamil Nadu,35.0,236.9,99,63.5,79.6,80.4,241,15.8,39.0,The person is affected with Malaria 😷
Tamil Nadu,26.8,199.8,92,63.5,39.2,15.9,849,9.8,3.2,The person is not affected with Malaria 😊
Tamil Nadu,23.6,268.4,69,55.2,28.0,70.8,1939,58.9,21.0,The person is affected with Malaria 😷
Tamil Nadu,32.9,193.9,91,32.8,17.2,61.5,701,51.3,48.7,The person is not affected with Malaria 😊
Tamil Nadu,22.8,217.2,97,60.8,76.5,13.4,1356,83.7,90.7,The person is not affected with Malaria 😊
Tamil Nadu,38.8,445.1,59,42.0,67.9,36.2,309,93.6,90.4,The person is not affected with Malaria 😊
Tamil Nadu,33.9,318.8,72,40.6,19.4,76.3,1740,25.3,1.8,The person is affected with Malaria 😷
Tamil Nadu,35.6,262.8,89,89.6,65.7,75.2,335,29.3,53.1,The person is not affected with Malaria 😊
Tamil Nadu,37.8,277.9,71,52.6,95.9,75.1,1840,67.2,20.7,The person is affected with Malaria 😷
Tamil Nadu,27.8,482.5,78,63.0,93.6,7.6,767,86.9,68.2,The person is affected with Malaria 😷
Tamil Nadu,23.3,179.0,56,13.5,68.4,1.5,1589,97.8,98.9,The person is not affected with Malaria 😊
Tamil Nadu,23.4,408.6,86,98.5,68.5,21.9,887,44.8,11.2,The person is affected with Malaria 😷
Tamil Nadu,32.7,260.4,80,63.1,63.6,57.4,1746,55.0,93.5,The person is affected with Malaria 😷
Tamil Nadu,29.8,295.4,80,54.9,97.4,75.2,357,1.2,25.9,The person is affected with Malaria 😷
Tamil Nadu,31.4,390.4,60,74.4,91.1,25.7,338,92.3,49.5,The person is affected with Malaria 😷
Tamil Nadu,35.5,78.7,71,19.8,35.6,55.9,156,12.4,13.6,The person is affected with Malaria 😷
Tamil Nadu,35.4,272.2,89,50.0,58.0,38.8,1671,82.6,79.6,The person is not affected with Malaria 😊
Tamil Nadu,22.0,343.2,91,25.9,76.8,56.7,1223,39.8,49.2,The person is affected with Malaria 😷
Tamil Nadu,32.2,64.7,42,7.2,51.7,49.5,478,9.1,43.2,The person is affected with Malaria 😷
Tamil Nadu,36.7,220.3,79,85.9,68.2,41.5,331,89.8,87.7,The person is not affected with Malaria 😊
Tamil Nadu,28.8,472.4,51,96.0,68.3,35.3,347,8.9,69.3,The person is affected with Malaria 😷
Tamil Nadu,23.8,122.5,85,23.7,17.9,65.0,1891,25.2,66.3,The person is not affected with Malaria 😊
Tamil Nadu,30.2,164.6,87,9.9,47.4,84.7,700,25.1,44.0,The person is not affected with Malaria 😊
Tamil Nadu,20.3,260.6,84,19.8,99.8,38.1,1682,91.9,20.5,The person is not affected with Malaria 😊
Tamil Nadu,25.3,266.1,58,30.3,22.7,18.1,1659,64.0,34.9,The person is not affected with Malaria 😊
Tamil Nadu,23.4,406.6,45,76.7,30.4,14.2,644,23.6,16.3,The person is not affected with Malaria 😊
Tamil Nadu,40.0,446.2,56,22.4,58.8,4.6,1647,39.2,94.7,The person is affected with Malaria 😷
Tamil Nadu,32.9,478.3,58,52.8,48.0,25.6,1278,56.9,45.6,The person is affected with Malaria 😷
Tamil Nadu,32.3,373.3,74,40.8,6.1,62.5,435,69.7,11.8,The person is affected with Malaria 😷
Tamil Nadu,33.5,291.5,51,18.3,92.2,97.3,832,54.2,6.5,The person is not affected with Malaria 😊
Tamil Nadu,25.4,446.9,53,76.4,17.7,71.1,591,97.5,70.0,The person is not affected with Malaria 😊
Tamil Nadu,27.4,52.3,82,59.8,41.2,16.2,1132,80.7,33.6,The person is not affected with Malaria 😊
Tamil Nadu,29.4,495.9,67,42.2,44.3,43.4,1171,17.6,48.1,The person is not affected with Malaria 😊
Tamil Nadu,31.1,447.1,99,80.0,89.1,91.7,1085,24.1,4.3,The person is not affected with Malaria 😊
Tamil Nadu,22.4,90.3,97,19.7,51.0,36.9,666,39.9,89.9,The person is not affected with Malaria 😊
Tamil Nadu,39.7,410.1,77,28.9,56.1,42.7,484,31.6,4.1,The person is affected with Malaria 😷
Tamil Nadu,32.1,135.6,58,97.4,67.2,67.3,1602,28.9,86.2,The person is affected with Malaria 😷
Tamil Nadu,39.3,474.3,74,71.7,38.5,91.5,787,44.5,47.7,The person is not affected with Malaria 😊
Tamil Nadu,30.7,307.1,93,71.7,45.8,47.8,369,59.0,96.4,The person is not affected with Malaria 😊
Tamil Nadu,32.6,413.2,42,6.8,83.8,51.2,1601,33.0,60.4,The person is affected with Malaria 😷
Tamil Nadu,39.7,325.6,45,73.6,40.8,68.7,1411,40.9,27.7,The person is not affected with Malaria 😊
Tamil Nadu,34.5,109.9,88,21.1,23.8,21.3,869,85.7,20.5,The person is affected with Malaria 😷
Tamil Nadu,32.7,251.8,52,12.8,29.1,29.6,1143,10.4,64.0,The person is affected with Malaria 😷
Tamil Nadu,38.1,478.1,49,48.9,48.7,29.1,1373,16.5,46.6,The person is affected with Malaria 😷
Tamil Nadu,32.0,259.0,41,64.0,30.8,55.0,725,21.5,96.3,The person is not affected with Malaria 😊
